text,label,normalized,language_tags,phonetic
now lunch break me hun will reply,neutral,now lunch break mein hun will reply,"['EN', 'EN', 'UNK', 'HI', 'HI', 'UNK', 'EN']",/naʊ lʌntʃ breːək mẽː hũː wɪl reːplj/
train late as hai usual nothing new,neutral,train late as hai usual nothing new,"['EN', 'EN', 'UNK', 'HI', 'UNK', 'EN', 'EN']",/treɪn leɪt əs hɛː ʊsʊəl nʌθɪŋ njuː/
train late he as usual nothing new,neutral,train late hai as usual nothing new,"['EN', 'EN', 'HI', 'UNK', 'UNK', 'EN', 'EN']",/treɪn leɪt hɛː əs ʊsʊəl nʌθɪŋ njuː/
se yesterday gym shuru kar hai planning,neutral,se yesterday gym shuru kar hai planning,"['HI', 'EN', 'UNK', 'UNK', 'HI', 'HI', 'EN']",/seː jestərdeɪ gjm ʃʊrʊ kər hɛː plənnɪŋ/
kal gym se shuru karna hai planning,neutral,kal gym se shuru karna hai planning,"['HI', 'UNK', 'HI', 'UNK', 'HI', 'HI', 'EN']",/kəl gjm seː ʃʊrʊ kərnaː hɛː plənnɪŋ/
kal se gym shuru karna hai,neutral,kal se gym shuru karna hai,"['HI', 'HI', 'UNK', 'UNK', 'HI', 'HI']",/kəl seː gjm ʃʊrʊ kərnaː hɛː/
ye book padh rha hun these days,neutral,ye book padh rha hun these days,"['HI', 'HI', 'UNK', 'UNK', 'HI', 'EN', 'UNK']",/jeː buːk pədʰ rhə hũː ðiːz dəjs/
ye book padh raha hun days,neutral,ye book padh raha hun days,"['HI', 'HI', 'UNK', 'HI', 'HI', 'UNK']",/jeː buːk pədʰ rəhaː hũː dəjs/
market jaana hain evening main shopping,neutral,market jaana hai evening mein shopping,"['UNK', 'HI', 'HI', 'EN', 'HI', 'EN']",/mərkeːt dʒaːnə hɛː eːveːnɪŋ mẽː ʃoːppɪŋ/
market jaana he evening mein shopping,neutral,market jaana hai evening mein shopping,"['UNK', 'HI', 'HI', 'EN', 'HI', 'EN']",/mərkeːt dʒaːnə hɛː eːveːnɪŋ mẽː ʃoːppɪŋ/
market jaana he evening mein shopping,neutral,market jaana hai evening mein shopping,"['UNK', 'HI', 'HI', 'EN', 'HI', 'EN']",/mərkeːt dʒaːnə hɛː eːveːnɪŋ mẽː ʃoːppɪŋ/
friends ke saath dinner tonight 8,neutral,friends ke saath dinner tonight 8,"['EN', 'HI', 'HI', 'EN', 'UNK', 'UNK']",/frendz keː saːtʰ dɪnər toːnɪgʰt 8/
friends ke saath dinner at tonight 8,neutral,friends ke saath dinner at tonight 8,"['EN', 'HI', 'HI', 'EN', 'EN', 'UNK', 'UNK']",/frendz keː saːtʰ dɪnər æt toːnɪgʰt 8/
next week leave lena he for travel,neutral,next week leave lena hai for travel,"['UNK', 'EN', 'EN', 'HI', 'HI', 'EN', 'UNK']",/neːkst wiːk leːəveː leːnaː hɛː fɔːr trəveːl/
next week leave hai lena for travel,neutral,next week leave hai lena for travel,"['UNK', 'EN', 'EN', 'HI', 'HI', 'EN', 'UNK']",/neːkst wiːk leːəveː hɛː leːnaː fɔːr trəveːl/
next week leave lena for hain travel,neutral,next week leave lena for hai travel,"['UNK', 'EN', 'EN', 'HI', 'EN', 'HI', 'UNK']",/neːkst wiːk leːəveː leːnaː fɔːr hɛː trəveːl/
bro tu kaisa long hain time no talk,neutral,bro tu kaisa long hai time no talk,"['EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'UNK']",/broʊ tuː kɛːsaː lɒŋ hɛː tɪmeː noʊ təlk/
bhai hai long no talk,neutral,bhai hai long no talk,"['HI', 'HI', 'EN', 'EN', 'UNK']",/bʰaːiː hɛː lɒŋ noʊ təlk/
tu kaisa hain long no talk,neutral,tu kaisa hai long no talk,"['HI', 'HI', 'HI', 'EN', 'EN', 'UNK']",/tuː kɛːsaː hɛː lɒŋ noʊ təlk/
amazon se kiya order tha waiting delivery,neutral,amazon se kya order tha waiting delivery,"['UNK', 'HI', 'HI', 'UNK', 'HI', 'EN', 'UNK']",/əməzoːn seː kjaː oːrdeːr tʰaː weɪtɪŋ deːlɪveːrj/
amazon se order kiya thaa waiting delivery,neutral,amazon se order kya tha waiting delivery,"['UNK', 'HI', 'UNK', 'HI', 'HI', 'EN', 'UNK']",/əməzoːn seː oːrdeːr kjaː tʰaː weɪtɪŋ deːlɪveːrj/
interview hai preparing for it,neutral,interview hai preparing for it,"['UNK', 'HI', 'EN', 'EN', 'EN']",/ɪnteːrvɪeːw hɛː preːpərɪŋ fɔːr ɪt/
sunday party ko hain at my place,neutral,sunday party ko hai at my place,"['UNK', 'EN', 'HI', 'HI', 'EN', 'EN', 'EN']",/sʊndəj pɑːrtiː koː hɛː æt maɪ pleɪs/
sunday party ko hai at my place,neutral,sunday party ko hai at my place,"['UNK', 'EN', 'HI', 'HI', 'EN', 'EN', 'EN']",/sʊndəj pɑːrtiː koː hɛː æt maɪ pleɪs/
sunday ko party hain at my place,neutral,sunday ko party hai at my place,"['UNK', 'HI', 'EN', 'HI', 'EN', 'EN', 'EN']",/sʊndəj koː pɑːrtiː hɛː æt maɪ pleɪs/
new series ki start hai watching slowly,neutral,new series ki start hai watching slowly,"['EN', 'UNK', 'HI', 'EN', 'HI', 'EN', 'EN']",/njuː seːrɪeːs kiː stɑːrt hɛː wɒtʃɪŋ sloːwlj/
new series start ki hain watching slowly,neutral,new series start ki hai watching slowly,"['EN', 'UNK', 'EN', 'HI', 'HI', 'EN', 'EN']",/njuː seːrɪeːs stɑːrt kiː hɛː wɒtʃɪŋ sloːwlj/
series new start ki hai watching slowly,neutral,series new start ki hai watching slowly,"['UNK', 'EN', 'EN', 'HI', 'HI', 'EN', 'EN']",/seːrɪeːs njuː stɑːrt kiː hɛː wɒtʃɪŋ sloːwlj/
doctor appointment is 5 baje,neutral,doctor appointment is 5 baje,"['UNK', 'EN', 'EN', 'UNK', 'UNK']",/doːktoːr əppɔɪntmeːnt ɪz 5 bədʒeː/
rent pay kar is end of month,neutral,rent pay kar is end of month,"['UNK', 'UNK', 'HI', 'EN', 'UNK', 'UNK', 'EN']",/reːnt pəj kər ɪz eːnd oːf mʌnθ/
rent karna pay hai end of month,neutral,rent karna pay hai end of month,"['UNK', 'HI', 'UNK', 'HI', 'UNK', 'UNK', 'EN']",/reːnt kərnaː pəj hɛː eːnd oːf mʌnθ/
grocery shopping karna h list ready,neutral,grocery shopping karna hai list ready,"['UNK', 'EN', 'HI', 'HI', 'UNK', 'UNK']",/groːkeːrj ʃoːppɪŋ kərnaː hɛː lɪst reːədj/
grocery kar shopping he list ready,neutral,grocery kar shopping hai list ready,"['UNK', 'HI', 'EN', 'HI', 'UNK', 'UNK']",/groːkeːrj kər ʃoːppɪŋ hɛː lɪst reːədj/
grocery shopping karna h list ready,neutral,grocery shopping karna hai list ready,"['UNK', 'EN', 'HI', 'HI', 'UNK', 'UNK']",/groːkeːrj ʃoːppɪŋ kərnaː hɛː lɪst reːədj/
karna laundry weekend pe,neutral,karna laundry weekend pe,"['HI', 'UNK', 'HI', 'HI']",/kərnaː laʊndrj wiːkeːnd peː/
call do hain parents ko evening mein,neutral,call do hai parents ko evening mein,"['EN', 'HI', 'HI', 'UNK', 'HI', 'EN', 'HI']",/kɔːl doː hɛː pəreːnts koː eːveːnɪŋ mẽː/
karna call he parents ko evening mein,neutral,karna call hai parents ko evening mein,"['HI', 'EN', 'HI', 'UNK', 'HI', 'EN', 'HI']",/kərnaː kɔːl hɛː pəreːnts koː eːveːnɪŋ mẽː/
presentation banana he for tomorrow,neutral,presentation banana hai for tomorrow,"['EN', 'UNK', 'HI', 'EN', 'EN']",/prezənteɪʃən bənənə hɛː fɔːr təmɒroʊ/
banana presentation hai for tomorrow,neutral,banana presentation hai for tomorrow,"['UNK', 'EN', 'HI', 'EN', 'EN']",/bənənə prezənteɪʃən hɛː fɔːr təmɒroʊ/
presentation banana he for tomorrow,neutral,presentation banana hai for tomorrow,"['EN', 'UNK', 'HI', 'EN', 'EN']",/prezənteɪʃən bənənə hɛː fɔːr təmɒroʊ/
bike service ke liye jaana h,neutral,bike service ke liye jaana hai,"['UNK', 'UNK', 'HI', 'HI', 'HI', 'HI']",/bɪkeː sɜːrvɪs keː lɪjeː dʒaːnə hɛː/
bike service ke liye jaana is,neutral,bike service ke liye jaana is,"['UNK', 'UNK', 'HI', 'HI', 'HI', 'EN']",/bɪkeː sɜːrvɪs keː lɪjeː dʒaːnə ɪz/
bike service ke liye jaana is,neutral,bike service ke liye jaana is,"['UNK', 'UNK', 'HI', 'HI', 'HI', 'EN']",/bɪkeː sɜːrvɪs keː lɪjeː dʒaːnə ɪz/
electricity bill pay do is online,neutral,electricity bill pay do is online,"['UNK', 'UNK', 'UNK', 'HI', 'EN', 'UNK']",/eːleːktrɪkɪtj bɪll pəj doː ɪz oːnlɪneː/
bill karna online,neutral,bill karna online,"['UNK', 'HI', 'UNK']",/bɪll kərnaː oːnlɪneː/
electricity bill pay karna h online,neutral,electricity bill pay karna hai online,"['UNK', 'UNK', 'UNK', 'HI', 'HI', 'UNK']",/eːleːktrɪkɪtj bɪll pəj kərnaː hɛː oːnlɪneː/
haircut karana hai very gaye badh,neutral,haircut karana hai very gaye badh,"['UNK', 'UNK', 'HI', 'EN', 'HI', 'UNK']",/haɪrkʊt kərənə hɛː veriː gəjeː bədʰ/
karana hai very gaye,neutral,karana hai very gaye,"['UNK', 'HI', 'EN', 'HI']",/kərənə hɛː veriː gəjeː/
meeting reschedule ho gayi wednesday to,neutral,meeting reschedule ho gayi wednesday to,"['EN', 'UNK', 'HI', 'HI', 'UNK', 'HI']",/miːtɪŋ reːstʃeːdʊleː hoː gəjiː weːdneːsdəj toː/
aane parcel wala he tracking shows nearby,neutral,aane parcel wala hai tracking shows nearby,"['HI', 'UNK', 'UNK', 'HI', 'EN', 'UNK', 'UNK']",/aːneː pərkeːl wələ hɛː trəkkɪŋ ʃoːws neːərbj/
parcel wala aane h tracking shows nearby,neutral,parcel wala aane hai tracking shows nearby,"['UNK', 'UNK', 'HI', 'HI', 'EN', 'UNK', 'UNK']",/pərkeːl wələ aːneː hɛː trəkkɪŋ ʃoːws neːərbj/
lunch mein kya tell khaya me,neutral,lunch mein kya tell khaya mein,"['EN', 'HI', 'HI', 'EN', 'HI', 'HI']",/lʌntʃ mẽː kjaː teːll kʰəjə mẽː/
lunch mein kia khaya tell me,neutral,lunch mein kya khaya tell mein,"['EN', 'HI', 'HI', 'HI', 'EN', 'HI']",/lʌntʃ mẽː kjaː kʰəjə teːll mẽː/
mein lunch kya khaya tell me,neutral,mein lunch kya khaya tell mein,"['HI', 'EN', 'HI', 'HI', 'EN', 'HI']",/mẽː lʌntʃ kjaː kʰəjə teːll mẽː/
se office nikla traffic dekh ke batata hun,neutral,se office nikla traffic dekh ke batata hun,"['HI', 'EN', 'UNK', 'EN', 'HI', 'HI', 'UNK', 'HI']",/seː ɒfɪs nɪklə træfɪk deːkʰ keː bətətə hũː/
office traffic dekh ke batata hun,neutral,office traffic dekh ke batata hun,"['EN', 'EN', 'HI', 'HI', 'UNK', 'HI']",/ɒfɪs træfɪk deːkʰ keː bətətə hũː/
se nikla traffic dekh ke hun,neutral,se nikla traffic dekh ke hun,"['HI', 'UNK', 'EN', 'HI', 'HI', 'HI']",/seː nɪklə træfɪk deːkʰ keː hũː/
abi gym mein call hun back later,neutral,abhi gym mein call hun back later,"['HI', 'UNK', 'HI', 'EN', 'HI', 'UNK', 'UNK']",/əbʰiː gjm mẽː kɔːl hũː bæk leɪtər/
abhe gym mai hun back later,neutral,abhe gym mein hun back later,"['UNK', 'UNK', 'HI', 'HI', 'UNK', 'UNK']",/əbʰeː gjm mẽː hũː bæk leɪtər/
7 baje hai reach by 6:45,neutral,7 baje hai reach by 6:45,"['UNK', 'UNK', 'HI', 'UNK', 'EN', 'UNK']",/7 bədʒeː hɛː reːətʃ baɪ 6:45/
movie 7 baje start h reach by 6:45,neutral,movie 7 baje start hai reach by 6:45,"['EN', 'UNK', 'UNK', 'EN', 'HI', 'UNK', 'EN', 'UNK']",/muːviː 7 bədʒeː stɑːrt hɛː reːətʃ baɪ 6:45/
ji sharma ka beta abroad ja raha,neutral,ji sharma ka beta abroad ja raha,"['HI', 'UNK', 'HI', 'UNK', 'UNK', 'HI', 'HI']",/dʒiː ʃərmə kaː beːtə əbroːəd dʒaː rəhaː/
sharma ka beta abroad ja rahaa,neutral,sharma ka beta abroad ja rahaa,"['UNK', 'HI', 'UNK', 'UNK', 'HI', 'HI']",/ʃərmə kaː beːtə əbroːəd dʒaː rəhaː/
new khula hai near office,neutral,new khula hai near office,"['EN', 'UNK', 'HI', 'UNK', 'EN']",/njuː kʰʊlə hɛː neːər ɒfɪs/
new khula restaurant hain near office,neutral,new khula restaurant hai near office,"['EN', 'UNK', 'UNK', 'HI', 'UNK', 'EN']",/njuː kʰʊlə reːstaʊrənt hɛː neːər ɒfɪs/
new restaurant khula near is office,neutral,new restaurant khula near is office,"['EN', 'UNK', 'UNK', 'UNK', 'EN', 'EN']",/njuː reːstaʊrənt kʰʊlə neːər ɪz ɒfɪs/
metro se raha ja hun will take time,neutral,metro se raha ja hun will take time,"['UNK', 'HI', 'HI', 'HI', 'HI', 'UNK', 'UNK', 'HI']",/meːtroː seː rəhaː dʒaː hũː wɪl təkeː tɪmeː/
metro se ja raha hun will time take,neutral,metro se ja raha hun will time take,"['UNK', 'HI', 'HI', 'HI', 'HI', 'UNK', 'HI', 'UNK']",/meːtroː seː dʒaː rəhaː hũː wɪl tɪmeː təkeː/
gayi coming up,neutral,gayi coming up,"['HI', 'EN', 'UNK']",/gəjiː kʌmɪŋ ʊp/
battery low hain phone ki charge karo hai,neutral,battery low hai phone ki charge karo hai,"['UNK', 'UNK', 'HI', 'EN', 'HI', 'UNK', 'HI', 'HI']",/bətteːrj loːw hɛː foʊn kiː tʃərgeː kəroː hɛː/
battery low hain phone ki charge karna hai,neutral,battery low hai phone ki charge karna hai,"['UNK', 'UNK', 'HI', 'EN', 'HI', 'UNK', 'HI', 'HI']",/bətteːrj loːw hɛː foʊn kiː tʃərgeː kərnaː hɛː/
battery low phone hai ki charge karna hai,neutral,battery low phone hai ki charge karna hai,"['UNK', 'UNK', 'EN', 'HI', 'HI', 'UNK', 'HI', 'HI']",/bətteːrj loːw foʊn hɛː kiː tʃərgeː kərnaː hɛː/
weather cloudy hai rain might later,neutral,weather cloudy hai rain might later,"['UNK', 'UNK', 'HI', 'UNK', 'UNK', 'UNK']",/weːətʰeːr klaʊdj hɛː raɪn mɪgʰt leɪtər/
weather cloudy is might rain later,neutral,weather cloudy is might rain later,"['UNK', 'UNK', 'EN', 'UNK', 'UNK', 'UNK']",/weːətʰeːr klaʊdj ɪz mɪgʰt raɪn leɪtər/
weather cloudy hai rain later,neutral,weather cloudy hai rain later,"['UNK', 'UNK', 'HI', 'UNK', 'UNK']",/weːətʰeːr klaʊdj hɛː raɪn leɪtər/
sale lagi hain online checking deals,neutral,sale lagi hai online checking deals,"['UNK', 'UNK', 'HI', 'UNK', 'EN', 'UNK']",/səleː ləgɪ hɛː oːnlɪneː tʃeːkkɪŋ deːəls/
sale lagi online deals,neutral,sale lagi online deals,"['UNK', 'UNK', 'UNK', 'UNK']",/səleː ləgɪ oːnlɪneː deːəls/
cousin ki shaadi hain next month,neutral,cousin ki shaadi hai next month,"['UNK', 'HI', 'HI', 'HI', 'UNK', 'EN']",/kaʊsɪn kiː ʃaːdɪ hɛː neːkst mʌnθ/
shaadi next month,neutral,shaadi next month,"['HI', 'UNK', 'EN']",/ʃaːdɪ neːkst mʌnθ/
exam results aane wale waiting hain,neutral,exam results aane wale waiting hai,"['EN', 'UNK', 'HI', 'UNK', 'EN', 'HI']",/ɪgzæm reːsʊlts aːneː wəleː weɪtɪŋ hɛː/
password bhul gayaa reset karna padega,neutral,password bhul gayaa reset karna padega,"['UNK', 'UNK', 'HI', 'UNK', 'HI', 'UNK']",/pəsswoːrd bʰʊl gəjaː reːseːt kərnaː pədeːgə/
password bhul gaya karna reset padega,neutral,password bhul gaya karna reset padega,"['UNK', 'UNK', 'HI', 'HI', 'UNK', 'UNK']",/pəsswoːrd bʰʊl gəjaː kərnaː reːseːt pədeːgə/
update install ho rha he system pe,neutral,update install ho rha hai system pe,"['UNK', 'UNK', 'HI', 'UNK', 'HI', 'UNK', 'HI']",/ʊpdəteː ɪnstəll hoː rhə hɛː sjsteːm peː/
install update ho raha hai system pe,neutral,install update ho raha hai system pe,"['UNK', 'UNK', 'HI', 'HI', 'HI', 'UNK', 'HI']",/ɪnstəll ʊpdəteː hoː rəhaː hɛː sjsteːm peː/
file send kar di email,neutral,file send kar di email,"['UNK', 'UNK', 'HI', 'HI', 'UNK']",/fɪleː seːnd kər dɪ eːmaɪl/
file send di check your email,neutral,file send di check your email,"['UNK', 'UNK', 'HI', 'UNK', 'EN', 'UNK']",/fɪleː seːnd dɪ tʃeːkk jɔːr eːmaɪl/
location karta share hun maps pe,neutral,location karta share hun maps pe,"['EN', 'HI', 'UNK', 'HI', 'UNK', 'HI']",/loːkətɪoːn kərtaː ʃəreː hũː məps peː/
table karni book hai for 4 people,neutral,table karni book hai for 4 people,"['EN', 'UNK', 'HI', 'HI', 'EN', 'UNK', 'UNK']",/təbleː kərnɪ buːk hɛː fɔːr 4 peːoːpleː/
table book karni hai 4 people,neutral,table book karni hai 4 people,"['EN', 'HI', 'UNK', 'HI', 'UNK', 'UNK']",/təbleː buːk kərnɪ hɛː 4 peːoːpleː/
table book karni h for 4 people,neutral,table book karni hai for 4 people,"['EN', 'HI', 'UNK', 'HI', 'EN', 'UNK', 'UNK']",/təbleː buːk kərnɪ hɛː fɔːr 4 peːoːpleː/
class swimming join karni hai summer mein,neutral,class swimming join karni hai summer mein,"['EN', 'EN', 'UNK', 'UNK', 'HI', 'UNK', 'HI']",/klɑːs swɪmmɪŋ dʒɔɪn kərnɪ hɛː sʊmmeːr mẽː/
swimming class join karni hai summer main,neutral,swimming class join karni hai summer mein,"['EN', 'EN', 'UNK', 'UNK', 'HI', 'UNK', 'HI']",/swɪmmɪŋ klɑːs dʒɔɪn kərnɪ hɛː sʊmmeːr mẽː/
swimming class join karni hai mein summer,neutral,swimming class join karni hai mein summer,"['EN', 'EN', 'UNK', 'UNK', 'HI', 'HI', 'UNK']",/swɪmmɪŋ klɑːs dʒɔɪn kərnɪ hɛː mẽː sʊmmeːr/
